arm,panel,seed,year,n_days,net_pct,sharpe
periodic_lstm_yearly,set2_core7,43,2019,252,-1.53867568671192,-0.12427056806600036
periodic_lstm_yearly,set2_core7,44,2015,252,1.70361683231194,0.2673258353568657
periodic_lstm_yearly,set2_core7,44,2016,252,11.66407565076665,1.3653339560241402
periodic_lstm_yearly,set2_core7,44,2017,251,15.180247311366015,2.1339154538312783
periodic_lstm_yearly,set2_core7,44,2018,251,8.59821356205881,1.2660715356671801
periodic_lstm_yearly,set2_core7,44,2019,252,10.035846734514386,1.2874904665597295
periodic_lstm_yearly,set3_core7,42,2015,252,11.702275682645086,1.6435302782072005
periodic_lstm_yearly,set3_core7,42,2016,252,-9.80559956090853,-1.4096310609385667
periodic_lstm_yearly,set3_core7,42,2017,251,-8.018286023497947,-1.0078938819337715
periodic_lstm_yearly,set3_core7,42,2018,251,-4.34781804834978,-0.5735764821524248
periodic_lstm_yearly,set3_core7,42,2019,252,6.347335941640719,0.8175877261421493
periodic_lstm_yearly,set3_core7,43,2015,252,5.378890662164319,0.7384971403739486
periodic_lstm_yearly,set3_core7,43,2016,252,-0.514770099123194,-0.08852247074180361
periodic_lstm_yearly,set3_core7,43,2017,251,-7.441891317106963,-1.2914669038674345
periodic_lstm_yearly,set3_core7,43,2018,251,-3.8206847381035525,-0.5896137167845329
periodic_lstm_yearly,set3_core7,43,2019,252,5.464796937934353,0.7287765825841596
periodic_lstm_yearly,set3_core7,44,2015,252,2.7973259435397435,0.3774203129170828
periodic_lstm_yearly,set3_core7,44,2016,252,4.189014057885003,0.6490436193533349
periodic_lstm_yearly,set3_core7,44,2017,251,6.430009928102358,0.9748279002711198
periodic_lstm_yearly,set3_core7,44,2018,251,5.573474074470153,0.7774978935990828
periodic_lstm_yearly,set3_core7,44,2019,252,-0.7274961464334617,-0.11232520765819318
periodic_lstm_yearly,set4_core7,42,2015,252,2.9065808405064018,0.542296680542541
periodic_lstm_yearly,set4_core7,42,2016,252,8.69089718813118,1.0410571527129622
periodic_lstm_yearly,set4_core7,42,2017,251,6.7617601715221936,1.1321406799609737
periodic_lstm_yearly,set4_core7,42,2018,251,8.802587409214112,1.1442947321178658
periodic_lstm_yearly,set4_core7,42,2019,252,5.383133096462292,0.6678604484934398
periodic_lstm_yearly,set4_core7,43,2015,252,10.73873725362435,1.7423627229980128
periodic_lstm_yearly,set4_core7,43,2016,252,2.0091260971166,0.22832170460466789
periodic_lstm_yearly,set4_core7,43,2017,251,10.51248982330854,2.0729894040667944
periodic_lstm_yearly,set4_core7,43,2018,251,4.171757210993027,0.5318867499623686
periodic_lstm_yearly,set4_core7,43,2019,252,6.028373018672573,0.6517458074000134
periodic_lstm_yearly,set4_core7,44,2015,252,0.9885976028819479,0.17083044848435158
periodic_lstm_yearly,set4_core7,44,2016,252,-5.354812515023387,-0.717084565971832
periodic_lstm_yearly,set4_core7,44,2017,251,12.14978034538495,1.9700735547956625
periodic_lstm_yearly,set4_core7,44,2018,251,3.15749126312087,0.48305227125778283
periodic_lstm_yearly,set4_core7,44,2019,252,12.0263677416537,1.1944922144982715
periodic_ridge_monthly,set1_core7,42,2015,252,-0.2623250973937563,-0.034183184981777553
periodic_ridge_monthly,set1_core7,42,2016,252,20.254138257811775,2.1943225404018714
periodic_ridge_monthly,set1_core7,42,2017,251,5.264594774294551,0.6348120454340953
periodic_ridge_monthly,set1_core7,42,2018,251,17.142283779150212,1.9462988204177558
periodic_ridge_monthly,set1_core7,42,2019,252,15.224349329184056,1.4644218157430484
periodic_ridge_monthly,set2_core7,42,2015,252,12.006381444755673,1.705247800242257
periodic_ridge_monthly,set2_core7,42,2016,252,5.930908037774199,0.7561778902256063
periodic_ridge_monthly,set2_core7,42,2017,251,5.1845825422439065,0.8845831056868876
periodic_ridge_monthly,set2_core7,42,2018,251,13.947058787832194,2.1095937663652475
periodic_ridge_monthly,set2_core7,42,2019,252,9.978340420937554,1.3406747630963767
periodic_ridge_monthly,set3_core7,42,2015,252,8.563869501894581,1.5944446588871775
periodic_ridge_monthly,set3_core7,42,2016,252,3.6499582704981797,0.6141624884035586
periodic_ridge_monthly,set3_core7,42,2017,251,-0.04358615636984621,-0.007871943341075695
